facility_id,facility_name,facility_type,address,city,state,zip_code,phone,total_beds,is_active,created_date
FAC000186,Community Health Clinic - 761,Clinic,7293 Main St,Austin,IL,78597,555-886-8448,50.0,True,2023-04-28 23:53:57.937506
FAC000187,Regional Hospital - 279,Urgent Care,3982 Oak Ave,Los Angeles,AZ,89963,555-210-3001,104.0,True,2025-10-21 23:53:57.937506
FAC000188,Urgent Care Facility - 620,Outpatient Center,9732 Medical Pkwy,Houston,TX,21592,555-356-9017,108.0,True,2025-02-28 23:53:57.937506
FAC000189,Family Practice Center - 735,Outpatient Center,7115 Oak Ave,San Antonio,AZ,42142,555-609-4781,50.0,True,2024-06-15 23:53:57.937506
FAC000190,Specialty Medical Center - 209,Hospital,2381 Oak Ave,San Antonio,PA,71925,555-743-3205,,True,2024-05-08 23:53:57.937506
FAC000191,Urgent Care Facility - 518,Urgent Care,3490 Main St,Chicago,CA,92662,555-130-2631,82.0,True,2025-11-27 23:53:57.937506
FAC000192,Advanced Healthcare Center - 258,Clinic,9440 Medical Pkwy,Los Angeles,PA,96997,555-855-1865,10.0,True,2024-10-01 23:53:57.937506
FAC000193,Central Medical Center - 95,Specialty Center,8820 Medical Pkwy,New York,PA,97650,555-950-2117,34.0,True,2022-07-02 23:53:57.937506
FAC000194,Primary Care Associates - 850,Hospital,9878 Wellness Dr,Houston,PA,20234,555-610-1438,74.0,True,2021-09-17 23:53:57.937506
FAC000195,Urgent Care Facility - 46,Urgent Care,2858 Medical Pkwy,Dallas,NY,99662,555-283-7269,277.0,True,2022-03-08 23:53:57.937506
FAC000196,Central Medical Center - 342,Specialty Center,4894 Medical Pkwy,Dallas,TX,93058,555-719-6356,,True,2024-08-27 23:53:57.937506
FAC000197,Regional Hospital - 653,Clinic,9483 Medical Pkwy,San Antonio,AZ,80673,555-256-5960,,True,2025-11-07 23:53:57.937506
FAC000198,Urgent Care Facility - 166,Clinic,8528 Main St,Chicago,PA,85973,555-736-2578,262.0,True,2024-07-07 23:53:57.937506
FAC000199,Advanced Healthcare Center - 565,Hospital,2321 Healthcare Blvd,Austin,AZ,50959,555-878-2253,84.0,True,2021-11-02 23:53:57.937506
FAC000200,Primary Care Associates - 575,Hospital,1071 Medical Pkwy,Los Angeles,NY,90352,555-776-9518,35.0,True,2025-05-07 23:53:57.937506
FAC000201,Central Medical Center - 115,Urgent Care,2178 Oak Ave,Chicago,IL,16917,555-885-9064,20.0,True,2021-06-25 23:53:57.937506
FAC000202,Community Health Clinic - 968,Specialty Center,4190 Oak Ave,San Diego,CA,55029,555-911-8635,,True,2021-08-24 23:53:57.937506
FAC000203,Regional Hospital - 559,Outpatient Center,5377 Oak Ave,Austin,NY,80127,555-306-5809,267.0,True,2023-12-04 23:53:57.937506
FAC000204,Central Medical Center - 855,Specialty Center,6534 Healthcare Blvd,Austin,IL,11413,555-777-9157,145.0,True,2022-05-14 23:53:57.937506
FAC000205,Specialty Medical Center - 597,Clinic,2429 Wellness Dr,New York,CA,71455,555-602-9270,140.0,True,2023-10-18 23:53:57.937506
FAC000206,Regional Hospital - 441,Clinic,4502 Healthcare Blvd,Dallas,FL,69511,555-367-9887,41.0,True,2025-04-22 23:53:57.937506
FAC000207,Regional Hospital - 43,Urgent Care,6246 Healthcare Blvd,Dallas,PA,77195,555-451-9856,122.0,True,2021-06-15 23:53:57.937506
FAC000208,Urgent Care Facility - 374,Outpatient Center,1337 Main St,Los Angeles,AZ,71503,555-659-1289,57.0,True,2021-11-21 23:53:57.937506
FAC000209,Central Medical Center - 921,Ambulatory Center,6700 Wellness Dr,Los Angeles,IL,85230,555-882-1517,,True,2021-02-15 23:53:57.937506
FAC000210,Specialty Medical Center - 216,Urgent Care,4658 Medical Pkwy,San Diego,NY,53452,555-540-2951,129.0,True,2024-07-12 23:53:57.937506
FAC000211,Family Practice Center - 683,Clinic,7549 Healthcare Blvd,Chicago,TX,65183,555-492-8374,,True,2021-03-17 23:53:57.937506
FAC000212,Community Health Clinic - 363,Clinic,5462 Wellness Dr,Austin,PA,56257,555-422-7165,116.0,True,2025-07-26 23:53:57.937506
FAC000213,Primary Care Associates - 998,Specialty Center,140 Main St,Dallas,NY,48616,555-553-8531,,True,2025-08-12 23:53:57.937506
FAC000214,Regional Hospital - 948,Outpatient Center,7611 Medical Pkwy,New York,NY,47907,555-136-1538,41.0,True,2025-08-17 23:53:57.937506
FAC000215,Family Practice Center - 886,Specialty Center,1137 Wellness Dr,San Antonio,TX,31955,555-281-5965,10.0,True,2023-03-19 23:53:57.937506
FAC000216,Regional Hospital - 820,Specialty Center,6616 Oak Ave,Dallas,PA,14630,555-823-3689,55.0,True,2021-12-29 23:53:57.937506
FAC000217,Regional Hospital - 903,Urgent Care,7139 Oak Ave,San Antonio,IL,88333,555-603-8056,196.0,True,2022-02-05 23:53:57.937506
FAC000218,Primary Care Associates - 26,Specialty Center,8205 Medical Pkwy,Philadelphia,PA,49855,555-237-6119,293.0,True,2021-10-07 23:53:57.937506
FAC000219,Regional Hospital - 755,Hospital,5389 Medical Pkwy,New York,FL,83886,555-832-7374,186.0,True,2021-12-07 23:53:57.937506
FAC000220,Specialty Medical Center - 802,Hospital,5633 Wellness Dr,Dallas,PA,44136,555-599-2792,161.0,True,2023-09-18 23:53:57.937506
FAC000221,Primary Care Associates - 822,Specialty Center,9568 Oak Ave,San Antonio,IL,18050,555-682-9037,35.0,True,2025-12-05 23:53:57.937506
FAC000222,Family Practice Center - 274,Outpatient Center,9375 Healthcare Blvd,Houston,FL,92483,555-775-9837,32.0,True,2025-12-16 23:53:57.937506
FAC000223,Regional Hospital - 807,Specialty Center,5731 Main St,San Diego,NY,72018,555-685-8697,139.0,True,2021-11-17 23:53:57.937506
FAC000224,Community Health Clinic - 392,Clinic,852 Main St,San Antonio,NY,85778,555-587-3560,131.0,True,2021-05-21 23:53:57.937506
FAC000225,Central Medical Center - 880,Clinic,7629 Main St,Philadelphia,IL,32161,555-618-1913,,True,2023-01-02 23:53:57.937506
FAC000226,Advanced Healthcare Center - 228,Outpatient Center,2135 Oak Ave,Austin,FL,85085,555-500-5315,102.0,True,2022-08-26 23:53:57.937506
FAC000227,Family Practice Center - 837,Urgent Care,7330 Healthcare Blvd,Austin,PA,16765,555-606-7189,10.0,False,2025-03-11 23:53:57.937506
FAC000228,Advanced Healthcare Center - 359,Hospital,111 Healthcare Blvd,Los Angeles,TX,96025,555-731-6779,111.0,True,2025-07-04 23:53:57.937506
FAC000229,Urgent Care Facility - 841,Hospital,3414 Oak Ave,San Antonio,CA,48240,555-884-5660,,True,2021-11-30 23:53:57.937506
FAC000230,Family Practice Center - 229,Urgent Care,5045 Oak Ave,Chicago,TX,91830,555-428-2006,35.0,True,2022-09-29 23:53:57.937506
FAC000231,Central Medical Center - 676,Specialty Center,4589 Main St,Phoenix,AZ,13578,555-128-1739,32.0,True,2021-08-06 23:53:57.937506
FAC000232,Family Practice Center - 409,Outpatient Center,6005 Medical Pkwy,San Diego,PA,47593,555-231-7003,87.0,True,2023-11-06 23:53:57.937506
FAC000233,Specialty Medical Center - 286,Ambulatory Center,1450 Medical Pkwy,Houston,NY,73538,555-457-1440,19.0,True,2024-12-14 23:53:57.937506
FAC000234,Community Health Clinic - 991,Ambulatory Center,2811 Main St,Los Angeles,IL,20814,555-883-6591,122.0,True,2021-05-19 23:53:57.937506
FAC000235,Urgent Care Facility - 360,Specialty Center,6593 Medical Pkwy,Phoenix,TX,26622,555-489-2594,,True,2022-08-24 23:53:57.937506
FAC000236,Primary Care Associates - 696,Urgent Care,3936 Healthcare Blvd,Austin,FL,76269,555-538-6654,111.0,True,2021-03-23 23:53:57.937506
FAC000237,Specialty Medical Center - 962,Outpatient Center,1594 Main St,Dallas,AZ,20074,555-465-7749,25.0,True,2024-04-16 23:53:57.937506
FAC000238,Central Medical Center - 119,Hospital,117 Oak Ave,San Antonio,AZ,46418,555-459-1924,16.0,True,2021-08-22 23:53:57.937506
FAC000239,Urgent Care Facility - 183,Hospital,7912 Main St,Phoenix,NY,43036,555-777-5001,198.0,True,2024-03-24 23:53:57.937506
FAC000240,Urgent Care Facility - 40,Specialty Center,2274 Wellness Dr,Houston,CA,27372,555-353-4844,,True,2023-08-29 23:53:57.937506
FAC000241,Community Health Clinic - 611,Clinic,3805 Wellness Dr,New York,CA,90713,555-763-6113,,True,2023-03-03 23:53:57.937506
FAC000242,Primary Care Associates - 354,Urgent Care,7391 Main St,New York,AZ,46827,555-706-2391,138.0,False,2021-11-15 23:53:57.937506
FAC000243,Specialty Medical Center - 447,Ambulatory Center,232 Medical Pkwy,Austin,TX,46073,555-804-2073,46.0,True,2025-11-29 23:53:57.937506
FAC000244,Community Health Clinic - 395,Urgent Care,2075 Healthcare Blvd,Dallas,AZ,43679,555-989-5995,,True,2024-05-07 23:53:57.937506
FAC000245,Family Practice Center - 261,Specialty Center,2265 Healthcare Blvd,Los Angeles,PA,11861,555-217-6531,105.0,True,2024-07-03 23:53:57.937506
FAC000246,Central Medical Center - 726,Urgent Care,1260 Oak Ave,Dallas,NY,24621,555-273-1322,26.0,True,2023-06-21 23:53:57.937506
FAC000247,Primary Care Associates - 2,Hospital,6376 Main St,New York,NY,89144,555-651-6343,61.0,True,2024-11-26 23:53:57.937506
FAC000248,Family Practice Center - 373,Specialty Center,1778 Main St,San Antonio,CA,32886,555-138-8551,123.0,False,2025-06-25 23:53:57.937506
FAC000249,Primary Care Associates - 72,Hospital,5233 Medical Pkwy,Houston,AZ,87564,555-773-7921,30.0,False,2024-07-23 23:53:57.937506
FAC000250,Specialty Medical Center - 639,Outpatient Center,5002 Oak Ave,Philadelphia,IL,29809,555-681-9433,57.0,True,2022-05-13 23:53:57.937506
FAC000251,Specialty Medical Center - 680,Outpatient Center,6370 Oak Ave,San Antonio,IL,96396,555-531-5368,181.0,True,2022-10-23 23:53:57.937506
FAC000252,Community Health Clinic - 738,Clinic,2440 Main St,Philadelphia,TX,68543,555-120-8695,116.0,True,2023-05-26 23:53:57.937506
FAC000253,Urgent Care Facility - 520,Urgent Care,8791 Wellness Dr,Los Angeles,TX,58466,555-702-1364,,True,2023-12-06 23:53:57.937506
FAC000254,Urgent Care Facility - 683,Outpatient Center,238 Wellness Dr,Chicago,PA,32989,555-424-7188,68.0,True,2024-05-29 23:53:57.937506
FAC000255,Primary Care Associates - 335,Urgent Care,2788 Healthcare Blvd,San Antonio,CA,44242,555-684-7394,137.0,True,2023-08-20 23:53:57.937506
FAC000256,Primary Care Associates - 714,Hospital,5853 Oak Ave,Austin,NY,40958,555-430-2601,48.0,True,2025-07-09 23:53:57.937506
FAC000257,Urgent Care Facility - 568,Specialty Center,2580 Healthcare Blvd,Phoenix,IL,73559,555-927-9001,48.0,True,2024-10-17 23:53:57.937506
FAC000258,Regional Hospital - 197,Outpatient Center,7348 Oak Ave,Phoenix,PA,33699,555-202-4373,,True,2023-10-06 23:53:57.937506
FAC000259,Primary Care Associates - 681,Specialty Center,1520 Main St,Dallas,IL,79125,555-444-9138,226.0,True,2022-11-24 23:53:57.937506
FAC000260,Primary Care Associates - 694,Outpatient Center,2393 Main St,San Antonio,IL,14337,555-614-6563,57.0,True,2024-06-24 23:53:57.937506
FAC000261,Regional Hospital - 631,Urgent Care,9759 Healthcare Blvd,Austin,PA,54937,555-270-5907,23.0,True,2023-05-02 23:53:57.937506
FAC000262,Urgent Care Facility - 416,Outpatient Center,5859 Healthcare Blvd,Philadelphia,IL,21062,555-472-8143,,False,2024-06-12 23:53:57.937506
FAC000263,Central Medical Center - 312,Ambulatory Center,5252 Oak Ave,Austin,CA,29014,555-306-9142,29.0,True,2022-02-06 23:53:57.937506
FAC000264,Urgent Care Facility - 216,Outpatient Center,4159 Medical Pkwy,Phoenix,AZ,88059,555-750-2234,,True,2023-01-19 23:53:57.937506
FAC000265,Primary Care Associates - 805,Hospital,1480 Oak Ave,San Antonio,IL,30204,555-960-9779,,True,2023-03-15 23:53:57.937506
FAC000266,Specialty Medical Center - 477,Clinic,9166 Wellness Dr,Houston,FL,75004,555-319-5708,235.0,True,2024-09-02 23:53:57.937506
FAC000267,Advanced Healthcare Center - 453,Hospital,9930 Wellness Dr,San Antonio,NY,64125,555-371-1778,,True,2023-11-24 23:53:57.937506
FAC000268,Family Practice Center - 524,Specialty Center,4768 Main St,Dallas,PA,60222,555-404-7586,16.0,True,2025-12-11 23:53:57.937506
FAC000269,Advanced Healthcare Center - 813,Urgent Care,5042 Oak Ave,Dallas,IL,41188,555-923-4700,108.0,True,2023-04-04 23:53:57.937506
FAC000270,Regional Hospital - 675,Urgent Care,8582 Wellness Dr,San Diego,TX,96594,555-739-2506,,True,2021-12-17 23:53:57.937506
FAC000271,Community Health Clinic - 291,Outpatient Center,8448 Oak Ave,Chicago,FL,67695,555-834-2552,68.0,True,2023-11-01 23:53:57.937506
FAC000272,Specialty Medical Center - 96,Urgent Care,6518 Medical Pkwy,Philadelphia,NY,93568,555-706-6518,22.0,True,2023-12-14 23:53:57.937506
FAC000273,Family Practice Center - 689,Clinic,994 Oak Ave,Dallas,AZ,31926,555-379-2102,33.0,True,2021-10-06 23:53:57.937506
FAC000274,Urgent Care Facility - 231,Clinic,8208 Healthcare Blvd,Dallas,IL,37637,555-680-9700,98.0,True,2022-12-23 23:53:57.937506
FAC000275,Family Practice Center - 151,Outpatient Center,1947 Oak Ave,San Diego,CA,85727,555-586-7997,,True,2022-01-13 23:53:57.937506
FAC000276,Central Medical Center - 48,Outpatient Center,8285 Wellness Dr,Phoenix,CA,55229,555-314-6690,130.0,True,2025-06-08 23:53:57.937506
FAC000277,Family Practice Center - 487,Specialty Center,1263 Wellness Dr,Phoenix,IL,17120,555-914-2256,,True,2023-07-04 23:53:57.937506
FAC000278,Community Health Clinic - 467,Outpatient Center,297 Medical Pkwy,Austin,TX,94182,555-767-5945,54.0,True,2024-10-14 23:53:57.937506
FAC000279,Primary Care Associates - 908,Hospital,5285 Oak Ave,Philadelphia,PA,44654,555-616-5913,112.0,True,2022-10-20 23:53:57.937506
FAC000280,Family Practice Center - 736,Hospital,6437 Wellness Dr,San Antonio,CA,25203,555-543-9846,34.0,True,2025-11-26 23:53:57.937506
FAC000281,Primary Care Associates - 507,Hospital,6995 Medical Pkwy,Chicago,NY,16884,555-420-4278,197.0,True,2023-10-25 23:53:57.937506
FAC000282,Primary Care Associates - 250,Clinic,9051 Oak Ave,Los Angeles,PA,31967,555-524-7591,213.0,True,2021-09-19 23:53:57.937506
FAC000283,Regional Hospital - 672,Ambulatory Center,7817 Main St,Houston,TX,70819,555-357-9443,10.0,True,2024-09-27 23:53:57.937506
FAC000284,Central Medical Center - 915,Urgent Care,373 Wellness Dr,San Diego,AZ,62264,555-564-9971,112.0,True,2023-07-15 23:53:57.937506
FAC000285,Community Health Clinic - 798,Specialty Center,1206 Main St,Chicago,PA,72420,555-284-1304,,True,2023-12-20 23:53:57.937506
FAC000286,Primary Care Associates - 225,Outpatient Center,4395 Oak Ave,Los Angeles,AZ,49500,555-742-9457,27.0,True,2023-05-15 23:53:57.937506
FAC000287,Regional Hospital - 824,Specialty Center,752 Main St,Houston,FL,72425,555-983-4056,,True,2022-11-19 23:53:57.937506
FAC000288,Advanced Healthcare Center - 52,Clinic,6620 Wellness Dr,Dallas,PA,79798,555-690-9178,88.0,True,2025-06-06 23:53:57.937506
FAC000289,Family Practice Center - 940,Outpatient Center,4793 Wellness Dr,San Antonio,PA,40626,555-318-8656,91.0,True,2022-06-09 23:53:57.937506
FAC000290,Community Health Clinic - 468,Outpatient Center,6906 Healthcare Blvd,Philadelphia,CA,59781,555-374-9728,,True,2024-04-19 23:53:57.937506
FAC000291,Regional Hospital - 821,Clinic,6690 Main St,Dallas,TX,99589,555-928-8106,,True,2024-03-06 23:53:57.937506
FAC000292,Advanced Healthcare Center - 684,Urgent Care,8891 Wellness Dr,Austin,CA,61127,555-679-1981,14.0,True,2025-03-27 23:53:57.937506
FAC000293,Specialty Medical Center - 973,Outpatient Center,2601 Medical Pkwy,New York,AZ,72205,555-634-4287,134.0,True,2021-07-02 23:53:57.937506
FAC000294,Advanced Healthcare Center - 628,Urgent Care,1469 Medical Pkwy,Chicago,CA,44422,555-473-8577,48.0,True,2022-07-05 23:53:57.937506
FAC000295,Primary Care Associates - 851,Clinic,1394 Wellness Dr,San Antonio,TX,29025,555-251-4938,45.0,True,2025-07-28 23:53:57.937506
FAC000296,Advanced Healthcare Center - 919,Specialty Center,3429 Oak Ave,New York,IL,79526,555-254-5919,66.0,True,2025-07-04 23:53:57.937506
FAC000297,Regional Hospital - 762,Outpatient Center,8888 Medical Pkwy,Los Angeles,AZ,66981,555-964-8133,243.0,True,2022-11-24 23:53:57.937506
FAC000298,Advanced Healthcare Center - 461,Ambulatory Center,6501 Wellness Dr,Chicago,IL,11554,555-520-6220,131.0,True,2025-02-03 23:53:57.937506
FAC000299,Urgent Care Facility - 770,Urgent Care,1183 Medical Pkwy,San Diego,TX,47852,555-980-2055,,True,2024-11-16 23:53:57.937506
FAC000300,Family Practice Center - 861,Outpatient Center,7267 Oak Ave,Austin,AZ,68827,555-749-4335,10.0,True,2021-03-11 23:53:57.937506
FAC000301,Urgent Care Facility - 785,Urgent Care,1048 Oak Ave,San Antonio,CA,60070,555-966-7757,,True,2023-04-18 23:53:57.937506
FAC000302,Advanced Healthcare Center - 642,Outpatient Center,1512 Healthcare Blvd,Los Angeles,CA,98931,555-373-5702,225.0,True,2022-09-18 23:53:57.937506
FAC000303,Family Practice Center - 282,Outpatient Center,2000 Healthcare Blvd,Los Angeles,PA,51377,555-761-3631,95.0,True,2024-08-22 23:53:57.937506
FAC000304,Advanced Healthcare Center - 80,Outpatient Center,1001 Medical Pkwy,Phoenix,CA,79501,555-362-4868,134.0,True,2025-07-28 23:53:57.937506
FAC000305,Urgent Care Facility - 241,Specialty Center,2977 Main St,Houston,AZ,99505,555-515-4907,136.0,True,2025-04-01 23:53:57.937506
FAC000306,Urgent Care Facility - 344,Ambulatory Center,307 Oak Ave,Philadelphia,AZ,15376,555-216-3456,67.0,False,2023-10-13 23:53:57.937506
FAC000307,Specialty Medical Center - 915,Outpatient Center,285 Oak Ave,Los Angeles,PA,22761,555-296-1453,95.0,True,2022-08-02 23:53:57.937506
FAC000308,Community Health Clinic - 142,Urgent Care,8233 Medical Pkwy,Austin,FL,79637,555-351-6087,119.0,True,2021-05-05 23:53:57.937506
FAC000309,Regional Hospital - 237,Specialty Center,8668 Wellness Dr,New York,CA,93548,555-575-8952,98.0,True,2023-05-22 23:53:57.937506
FAC000310,Primary Care Associates - 711,Hospital,4347 Oak Ave,San Antonio,FL,56376,555-673-8145,121.0,True,2023-02-09 23:53:57.937506
FAC000311,Regional Hospital - 724,Urgent Care,6192 Oak Ave,San Antonio,CA,66595,555-532-1606,138.0,True,2021-12-27 23:53:57.937506
FAC000312,Family Practice Center - 66,Urgent Care,4503 Main St,Austin,IL,90017,555-306-3610,287.0,True,2021-05-02 23:53:57.937506
FAC000313,Primary Care Associates - 418,Ambulatory Center,580 Medical Pkwy,Dallas,PA,95467,555-379-3235,139.0,True,2022-11-12 23:53:57.937506
FAC000314,Specialty Medical Center - 556,Hospital,7134 Medical Pkwy,Phoenix,PA,45728,555-129-5233,122.0,False,2021-10-11 23:53:57.937506
FAC000315,Advanced Healthcare Center - 426,Specialty Center,8682 Main St,Austin,AZ,53904,555-908-5551,,True,2024-09-26 23:53:57.937506
FAC000316,Central Medical Center - 212,Outpatient Center,4408 Wellness Dr,New York,CA,45432,555-774-3883,53.0,True,2025-09-17 23:53:57.937506
FAC000317,Primary Care Associates - 399,Urgent Care,1362 Healthcare Blvd,Chicago,TX,45007,555-759-1691,14.0,True,2021-09-27 23:53:57.937506
FAC000318,Central Medical Center - 878,Ambulatory Center,7557 Wellness Dr,San Diego,FL,22881,555-839-8960,116.0,True,2023-04-11 23:53:57.937506
FAC000319,Primary Care Associates - 489,Ambulatory Center,6000 Main St,San Diego,CA,43468,555-901-1326,192.0,True,2024-08-17 23:53:57.937506
FAC000320,Central Medical Center - 966,Ambulatory Center,8285 Wellness Dr,New York,PA,95766,555-156-2375,157.0,True,2023-09-25 23:53:57.937506
FAC000321,Specialty Medical Center - 306,Hospital,2834 Medical Pkwy,Houston,AZ,86569,555-421-5882,62.0,True,2024-04-18 23:53:57.937506
FAC000322,Primary Care Associates - 874,Outpatient Center,2677 Medical Pkwy,Dallas,CA,61269,555-987-2041,34.0,True,2021-11-21 23:53:57.937506
FAC000323,Primary Care Associates - 552,Specialty Center,1785 Wellness Dr,Phoenix,IL,70438,555-516-6954,286.0,True,2024-02-24 23:53:57.937506
FAC000324,Family Practice Center - 500,Urgent Care,1989 Oak Ave,Houston,NY,98511,555-787-2479,124.0,True,2021-05-13 23:53:57.937506
FAC000325,Family Practice Center - 280,Ambulatory Center,8436 Main St,New York,AZ,41692,555-506-3302,241.0,False,2025-03-13 23:53:57.937506
FAC000326,Primary Care Associates - 498,Outpatient Center,821 Main St,Austin,AZ,98065,555-341-2833,62.0,True,2025-11-02 23:53:57.937506
FAC000327,Central Medical Center - 399,Outpatient Center,4106 Main St,Dallas,PA,87165,555-684-9196,146.0,True,2024-03-28 23:53:57.937506
FAC000328,Specialty Medical Center - 685,Clinic,7829 Medical Pkwy,Dallas,NY,35549,555-223-9551,,True,2022-03-06 23:53:57.937506
FAC000329,Primary Care Associates - 742,Ambulatory Center,6374 Oak Ave,Houston,CA,78151,555-780-9605,132.0,True,2022-11-15 23:53:57.937506
FAC000330,Regional Hospital - 861,Hospital,3032 Main St,Austin,IL,54224,555-357-9133,137.0,True,2022-09-07 23:53:57.937506
FAC000331,Advanced Healthcare Center - 942,Outpatient Center,9158 Healthcare Blvd,Chicago,FL,98829,555-192-4900,196.0,True,2023-10-06 23:53:57.937506
FAC000332,Regional Hospital - 638,Specialty Center,3778 Medical Pkwy,New York,CA,33582,555-714-3003,263.0,True,2021-02-26 23:53:57.937506
FAC000333,Central Medical Center - 929,Clinic,4167 Healthcare Blvd,Philadelphia,PA,51060,555-891-6134,,True,2026-01-04 23:53:57.937506
FAC000334,Primary Care Associates - 607,Outpatient Center,5341 Medical Pkwy,Houston,NY,81776,555-437-7388,212.0,True,2024-07-15 23:53:57.937506
FAC000335,Central Medical Center - 86,Ambulatory Center,1376 Wellness Dr,New York,FL,11386,555-925-4865,173.0,True,2022-03-04 23:53:57.937506
FAC000336,Primary Care Associates - 139,Ambulatory Center,6208 Main St,Chicago,IL,98185,555-533-4571,116.0,True,2024-11-13 23:53:57.937506
FAC000337,Advanced Healthcare Center - 187,Outpatient Center,8325 Main St,Los Angeles,TX,11110,555-247-2750,122.0,True,2021-10-22 23:53:57.937506
FAC000338,Central Medical Center - 267,Specialty Center,3038 Oak Ave,Phoenix,TX,18906,555-279-4507,36.0,True,2022-11-21 23:53:57.937506
FAC000339,Primary Care Associates - 336,Clinic,8550 Main St,San Antonio,IL,11567,555-381-8200,60.0,True,2021-08-02 23:53:57.937506
FAC000340,Family Practice Center - 466,Ambulatory Center,6668 Main St,Philadelphia,TX,63903,555-518-5166,15.0,True,2023-04-21 23:53:57.937506
FAC000341,Specialty Medical Center - 346,Clinic,7720 Medical Pkwy,San Antonio,PA,22805,555-983-1916,,True,2022-12-25 23:53:57.937506
FAC000342,Primary Care Associates - 285,Hospital,5190 Medical Pkwy,San Antonio,FL,78847,555-602-9740,104.0,True,2023-03-29 23:53:57.937506
FAC000343,Primary Care Associates - 259,Outpatient Center,1515 Wellness Dr,Austin,PA,23619,555-483-2850,40.0,True,2024-04-14 23:53:57.937506
FAC000344,Community Health Clinic - 482,Ambulatory Center,7583 Main St,Houston,PA,99849,555-424-9941,51.0,True,2022-05-21 23:53:57.937506
FAC000345,Central Medical Center - 768,Hospital,6144 Oak Ave,Dallas,IL,68450,555-533-8780,208.0,True,2024-09-20 23:53:57.937506
FAC000346,Central Medical Center - 975,Clinic,4877 Wellness Dr,New York,CA,56073,555-799-5036,25.0,True,2024-03-27 23:53:57.937506
FAC000347,Specialty Medical Center - 230,Hospital,5079 Wellness Dr,Los Angeles,FL,38759,555-384-3374,107.0,True,2023-06-16 23:53:57.937506
FAC000348,Community Health Clinic - 800,Specialty Center,4074 Healthcare Blvd,Los Angeles,CA,47132,555-471-8786,59.0,True,2022-01-25 23:53:57.937506
FAC000349,Central Medical Center - 773,Urgent Care,6133 Wellness Dr,Dallas,NY,43016,555-832-7025,,True,2023-05-02 23:53:57.937506
FAC000350,Central Medical Center - 973,Specialty Center,8183 Oak Ave,Phoenix,CA,35307,555-941-6049,143.0,True,2023-02-27 23:53:57.937506
FAC000351,Family Practice Center - 205,Clinic,9054 Oak Ave,Dallas,CA,14461,555-121-1570,93.0,True,2022-12-06 23:53:57.937506
FAC000352,Central Medical Center - 637,Specialty Center,2566 Main St,Austin,NY,13106,555-961-1895,130.0,True,2021-03-24 23:53:57.937506
FAC000353,Regional Hospital - 245,Ambulatory Center,6818 Main St,Philadelphia,FL,91185,555-807-4926,175.0,True,2021-11-23 23:53:57.937506
FAC000354,Regional Hospital - 485,Clinic,3917 Wellness Dr,Philadelphia,AZ,22050,555-359-7302,,True,2021-12-06 23:53:57.937506
FAC000355,Community Health Clinic - 578,Specialty Center,5775 Main St,Phoenix,AZ,17455,555-416-6945,23.0,True,2025-08-02 23:53:57.937506
FAC000356,Family Practice Center - 477,Outpatient Center,5588 Main St,Houston,IL,87874,555-931-2999,39.0,True,2025-06-14 23:53:57.937506
FAC000357,Urgent Care Facility - 786,Outpatient Center,6264 Medical Pkwy,Austin,AZ,96062,555-647-4872,,True,2023-08-28 23:53:57.937506
FAC000358,Specialty Medical Center - 172,Specialty Center,1803 Oak Ave,Houston,AZ,38419,555-978-8248,31.0,True,2022-02-13 23:53:57.937506
FAC000359,Community Health Clinic - 797,Ambulatory Center,8780 Oak Ave,San Diego,AZ,88562,555-497-1128,94.0,True,2025-08-10 23:53:57.937506
FAC000360,Regional Hospital - 988,Ambulatory Center,6978 Healthcare Blvd,San Antonio,CA,93634,555-502-5186,35.0,True,2023-12-08 23:53:57.937506
FAC000361,Urgent Care Facility - 111,Hospital,1081 Oak Ave,Austin,AZ,25963,555-408-2478,37.0,True,2025-04-30 23:53:57.937506
FAC000362,Central Medical Center - 952,Ambulatory Center,4684 Main St,New York,CA,25725,555-942-4857,,True,2021-10-18 23:53:57.937506
FAC000363,Urgent Care Facility - 590,Clinic,819 Oak Ave,Phoenix,CA,21322,555-404-4446,112.0,True,2025-12-19 23:53:57.937506
FAC000364,Primary Care Associates - 407,Outpatient Center,8615 Healthcare Blvd,Chicago,PA,89257,555-980-3625,,True,2025-02-18 23:53:57.937506
FAC000365,Family Practice Center - 78,Clinic,6202 Healthcare Blvd,San Antonio,NY,27027,555-549-6196,,True,2023-02-16 23:53:57.937506
FAC000366,Family Practice Center - 105,Outpatient Center,1491 Wellness Dr,Dallas,IL,59277,555-931-7656,21.0,True,2021-11-05 23:53:57.937506
FAC000367,Urgent Care Facility - 871,Urgent Care,1665 Wellness Dr,Los Angeles,NY,96034,555-908-1555,134.0,False,2025-05-12 23:53:57.937506
FAC000368,Community Health Clinic - 816,Ambulatory Center,2287 Healthcare Blvd,Dallas,PA,94922,555-380-2312,,True,2025-02-09 23:53:57.937506
FAC000369,Central Medical Center - 356,Specialty Center,1326 Wellness Dr,Los Angeles,FL,84195,555-942-9055,95.0,True,2024-12-07 23:53:57.937506
FAC000370,Primary Care Associates - 678,Outpatient Center,9403 Main St,Dallas,TX,34217,555-582-7765,17.0,True,2023-08-03 23:53:57.937506
FAC000371,Specialty Medical Center - 71,Specialty Center,7226 Oak Ave,Phoenix,CA,24528,555-961-6451,207.0,True,2021-03-01 23:53:57.937506
