plan_id,insurance_company,plan_name,plan_type,copay_amount,deductible_amount,out_of_pocket_max,is_active,created_date
INS000235,Medicare,Bronze Plan 2024,HMO,36.02,1124.13,2233.47,True,2025-12-20 23:53:57.950629
INS000236,Cigna,Family Health Plan 2021,EPO,47.21,1897.99,5604.97,True,2025-04-29 23:53:57.950629
INS000237,Anthem,Bronze Plan 2024,HMO,89.32,3208.85,9623.93,True,2025-11-03 23:53:57.950629
INS000238,Medicaid,Silver Plan 2024,EPO,22.66,4391.9,8144.04,True,2022-06-27 23:53:57.950629
INS000239,UnitedHealthcare,Basic Coverage Plan 2020,PPO,35.14,2213.16,9718.06,False,2024-11-16 23:53:57.950629
INS000240,Anthem,Gold Plan 2020,EPO,48.35,2372.65,3538.3,True,2025-10-04 23:53:57.950629
INS000241,Aetna,Silver Plan 2022,PPO,11.24,1756.03,6051.37,True,2024-06-27 23:53:57.950629
INS000242,Aetna,Gold Plan 2020,POS,80.71,5171.15,6868.89,True,2022-01-13 23:53:57.950629
INS000243,Anthem,Bronze Plan 2020,PPO,57.66,2465.87,5401.21,True,2022-02-20 23:53:57.950629
INS000244,Cigna,Gold Plan 2020,PPO,62.78,3467.97,3940.13,True,2025-03-16 23:53:57.950629
INS000245,Cigna,Gold Plan 2023,POS,41.31,1480.54,8257.84,True,2024-10-24 23:53:57.950629
INS000246,Aetna,Silver Plan 2021,POS,67.98,2265.1,4064.71,True,2021-04-06 23:53:57.950629
INS000247,Humana,Silver Plan 2021,POS,50.44,4576.13,5235.49,True,2025-04-22 23:53:57.950629
INS000248,UnitedHealthcare,Standard Health Plan 2024,PPO,71.96,1970.82,5050.08,True,2025-04-23 23:53:57.950629
INS000249,UnitedHealthcare,Bronze Plan 2021,HMO,34.81,3691.51,3046.45,False,2022-01-08 23:53:57.950629
INS000250,Anthem,Bronze Plan 2021,PPO,52.92,3669.75,7068.27,True,2023-08-01 23:53:57.950629
INS000251,Medicaid,Premium Plus Plan 2025,POS,45.15,1165.49,8163.4,True,2023-04-02 23:53:57.950629
INS000252,Anthem,Family Health Plan 2025,HMO,24.44,3163.52,4692.06,True,2024-01-11 23:53:57.950629
INS000253,Kaiser Permanente,Premium Plus Plan 2022,PPO,29.85,3380.27,4313.52,True,2021-04-10 23:53:57.950629
INS000254,Cigna,Premium Plus Plan 2020,PPO,91.43,1846.26,2867.19,True,2025-04-30 23:53:57.950629
INS000255,Anthem,Family Health Plan 2024,PPO,11.54,2456.93,7060.99,True,2022-02-21 23:53:57.950629
INS000256,Humana,Silver Plan 2025,HMO,31.1,4831.86,6829.2,True,2021-02-17 23:53:57.950629
INS000257,Kaiser Permanente,Family Health Plan 2023,POS,53.73,4831.46,4776.19,True,2025-06-18 23:53:57.950629
INS000258,Kaiser Permanente,Family Health Plan 2025,HMO,29.7,1472.84,9402.82,True,2024-09-03 23:53:57.950629
INS000259,Aetna,Family Health Plan 2021,PPO,95.37,5302.37,2073.25,True,2023-12-14 23:53:57.950629
INS000260,Kaiser Permanente,Bronze Plan 2022,PPO,55.87,5118.86,9455.32,True,2022-01-06 23:53:57.950629
INS000261,Medicaid,Standard Health Plan 2020,POS,94.06,5172.68,5403.97,True,2024-12-14 23:53:57.950629
INS000262,Medicaid,Basic Coverage Plan 2022,EPO,19.88,2200.93,8844.6,True,2025-10-23 23:53:57.950629
INS000263,Medicaid,Standard Health Plan 2025,PPO,74.91,1322.11,2947.31,True,2021-09-08 23:53:57.950629
INS000264,Anthem,Family Health Plan 2022,EPO,56.98,898.03,3217.25,True,2021-10-13 23:53:57.950629
INS000265,Cigna,Family Health Plan 2020,POS,72.09,3902.65,3448.35,True,2025-04-23 23:53:57.950629
INS000266,Anthem,Standard Health Plan 2022,HMO,34.46,2139.4,8096.29,True,2023-03-22 23:53:57.950629
INS000267,Medicare,Family Health Plan 2021,POS,69.25,3165.2,5615.41,True,2025-07-08 23:53:57.950629
INS000268,Medicare,Standard Health Plan 2022,HMO,81.95,2189.44,9714.67,True,2023-09-13 23:53:57.950629
INS000269,Humana,Silver Plan 2025,EPO,77.18,5446.91,5826.92,True,2024-02-28 23:53:57.950629
INS000270,Medicare,Premium Plus Plan 2022,POS,11.83,2916.51,7253.15,True,2021-01-26 23:53:57.950629
INS000271,UnitedHealthcare,Family Health Plan 2020,HMO,61.04,5069.77,4484.93,True,2025-10-11 23:53:57.950629
INS000272,UnitedHealthcare,Gold Plan 2022,PPO,89.63,2216.75,3074.69,True,2023-10-05 23:53:57.950629
INS000273,Anthem,Premium Plus Plan 2024,EPO,31.71,1338.4,4528.04,True,2024-08-14 23:53:57.950629
INS000274,Humana,Premium Plus Plan 2024,POS,35.45,3377.22,2538.66,True,2023-10-28 23:53:57.950629
INS000275,Blue Cross Blue Shield,Premium Plus Plan 2025,POS,82.87,2518.26,2221.99,True,2024-12-08 23:53:57.950629
INS000276,Medicaid,Basic Coverage Plan 2020,PPO,78.2,3445.62,2632.52,True,2026-01-10 23:53:57.950629
INS000277,Kaiser Permanente,Standard Health Plan 2020,PPO,70.16,4841.67,4247.44,True,2022-03-20 23:53:57.950629
INS000278,Medicare,Gold Plan 2020,POS,60.04,1611.35,9867.95,False,2021-06-01 23:53:57.950629
INS000279,UnitedHealthcare,Premium Plus Plan 2022,POS,65.22,3148.7,2738.4,True,2025-09-20 23:53:57.950629
INS000280,Aetna,Family Health Plan 2022,PPO,81.91,4408.41,9285.75,True,2024-02-10 23:53:57.950629
INS000281,Anthem,Premium Plus Plan 2024,PPO,57.69,2350.26,8814.29,True,2022-01-12 23:53:57.950629
INS000282,Anthem,Gold Plan 2022,EPO,26.47,1617.77,8522.28,True,2021-08-05 23:53:57.950629
INS000283,Anthem,Bronze Plan 2020,POS,54.73,5457.15,4009.61,True,2022-09-15 23:53:57.950629
INS000284,Anthem,Standard Health Plan 2021,HMO,57.55,3022.41,8375.06,True,2024-09-30 23:53:57.950629
INS000285,Cigna,Silver Plan 2024,POS,23.42,3299.67,7115.34,True,2021-05-25 23:53:57.950629
INS000286,Blue Cross Blue Shield,Family Health Plan 2021,HMO,11.76,2456.1,9946.99,True,2023-07-29 23:53:57.950629
INS000287,Cigna,Gold Plan 2021,POS,79.16,2329.02,2048.95,True,2023-06-25 23:53:57.950629
INS000288,UnitedHealthcare,Basic Coverage Plan 2020,HMO,79.27,5258.14,9235.5,True,2023-06-19 23:53:57.950629
INS000289,Medicaid,Bronze Plan 2025,HMO,47.78,2948.16,6294.8,True,2024-01-18 23:53:57.950629
INS000290,Aetna,Standard Health Plan 2024,PPO,40.72,1814.25,2866.78,True,2023-10-24 23:53:57.950629
INS000291,Anthem,Basic Coverage Plan 2024,HMO,53.29,2431.4,6710.48,True,2022-10-06 23:53:57.950629
INS000292,Blue Cross Blue Shield,Standard Health Plan 2023,EPO,26.86,4750.61,9855.83,True,2025-07-03 23:53:57.950629
INS000293,Kaiser Permanente,Silver Plan 2021,EPO,75.94,2121.88,5849.6,True,2022-08-13 23:53:57.950629
INS000294,Cigna,Gold Plan 2021,POS,74.88,3549.42,5956.27,True,2023-01-11 23:53:57.950629
INS000295,UnitedHealthcare,Bronze Plan 2023,EPO,48.24,4279.94,6470.63,True,2024-10-13 23:53:57.950629
INS000296,Medicare,Premium Plus Plan 2024,POS,72.64,4365.02,3567.07,True,2025-04-20 23:53:57.950629
INS000297,Aetna,Premium Plus Plan 2024,EPO,34.47,1936.52,2633.06,True,2021-09-26 23:53:57.950629
INS000298,Kaiser Permanente,Bronze Plan 2020,EPO,27.95,1808.54,6622.72,True,2025-08-23 23:53:57.950629
INS000299,Blue Cross Blue Shield,Bronze Plan 2022,EPO,46.18,538.01,9059.83,True,2022-03-17 23:53:57.950629
INS000300,Anthem,Basic Coverage Plan 2020,EPO,85.77,2033.1,4866.92,True,2025-11-30 23:53:57.950629
INS000301,Medicaid,Basic Coverage Plan 2025,POS,64.14,3615.9,9445.8,True,2022-05-22 23:53:57.950629
INS000302,Medicaid,Standard Health Plan 2024,POS,60.76,4888.75,9178.12,False,2025-02-18 23:53:57.950629
INS000303,Cigna,Gold Plan 2021,POS,18.65,4969.34,9447.88,True,2022-09-08 23:53:57.950629
INS000304,UnitedHealthcare,Premium Plus Plan 2023,PPO,52.47,4621.64,4185.58,True,2025-07-16 23:53:57.950629
INS000305,Medicare,Standard Health Plan 2024,POS,27.66,872.55,3079.28,True,2023-09-17 23:53:57.950629
INS000306,Kaiser Permanente,Standard Health Plan 2024,EPO,32.04,4661.99,7746.23,True,2022-03-19 23:53:57.950629
INS000307,Cigna,Basic Coverage Plan 2023,HMO,14.12,5069.4,8340.23,True,2021-02-01 23:53:57.950629
INS000308,UnitedHealthcare,Silver Plan 2024,POS,40.25,3495.01,8821.93,True,2021-06-26 23:53:57.950629
INS000309,Medicare,Bronze Plan 2023,EPO,52.42,1324.07,7108.75,True,2022-03-13 23:53:57.950629
INS000310,Cigna,Bronze Plan 2023,HMO,31.71,1495.74,5399.91,True,2021-11-17 23:53:57.950629
INS000311,Kaiser Permanente,Premium Plus Plan 2025,EPO,40.01,4665.12,3178.2,True,2025-08-17 23:53:57.950629
INS000312,UnitedHealthcare,Gold Plan 2020,EPO,30.48,2168.08,2887.26,True,2023-05-30 23:53:57.950629
INS000313,Humana,Basic Coverage Plan 2021,EPO,96.18,1680.09,3316.99,True,2024-05-14 23:53:57.950629
INS000314,Aetna,Basic Coverage Plan 2021,EPO,11.48,4467.26,3631.13,True,2023-12-03 23:53:57.950629
INS000315,Blue Cross Blue Shield,Standard Health Plan 2023,PPO,16.86,930.05,4009.83,True,2021-03-11 23:53:57.950629
INS000316,Cigna,Standard Health Plan 2023,EPO,60.86,2321.12,7883.33,True,2022-08-19 23:53:57.950629
INS000317,Medicare,Premium Plus Plan 2022,EPO,22.33,2472.65,9075.98,True,2025-10-24 23:53:57.950629
INS000318,Medicare,Premium Plus Plan 2023,PPO,46.97,941.04,4737.2,True,2021-03-20 23:53:57.950629
INS000319,Cigna,Bronze Plan 2025,PPO,13.95,1968.25,5440.67,True,2025-02-24 23:53:57.950629
INS000320,Medicare,Silver Plan 2024,EPO,52.04,1037.61,7571.47,True,2022-10-11 23:53:57.950629
INS000321,Cigna,Premium Plus Plan 2024,EPO,58.15,4638.0,7835.97,True,2021-11-03 23:53:57.950629
INS000322,UnitedHealthcare,Premium Plus Plan 2025,PPO,76.48,1511.49,8931.19,True,2023-01-24 23:53:57.950629
INS000323,Medicare,Silver Plan 2022,EPO,19.24,1582.98,6258.32,True,2024-10-26 23:53:57.950629
INS000324,Medicaid,Gold Plan 2024,POS,99.08,1367.55,5689.63,True,2025-05-16 23:53:57.950629
INS000325,Aetna,Gold Plan 2025,EPO,59.37,3596.9,4802.84,False,2021-08-21 23:53:57.950629
INS000326,Kaiser Permanente,Gold Plan 2024,EPO,74.66,1572.34,8552.01,True,2025-11-17 23:53:57.950629
INS000327,UnitedHealthcare,Family Health Plan 2024,POS,29.87,2597.42,3350.43,True,2024-07-25 23:53:57.950629
INS000328,Cigna,Silver Plan 2021,PPO,29.31,4139.21,9867.21,True,2024-08-26 23:53:57.950629
INS000329,Medicare,Basic Coverage Plan 2022,PPO,43.38,5253.11,9583.9,True,2021-04-27 23:53:57.950629
INS000330,Aetna,Standard Health Plan 2023,EPO,13.3,986.89,3398.63,True,2021-11-18 23:53:57.950629
INS000331,Blue Cross Blue Shield,Bronze Plan 2021,PPO,11.05,4494.02,3023.33,True,2023-01-03 23:53:57.950629
INS000332,Blue Cross Blue Shield,Basic Coverage Plan 2025,EPO,62.87,2736.63,7373.99,True,2021-06-09 23:53:57.950629
INS000333,Anthem,Family Health Plan 2023,EPO,20.82,2086.6,7557.73,True,2024-06-29 23:53:57.950629
INS000334,Medicaid,Family Health Plan 2023,PPO,35.24,580.28,3860.49,False,2025-09-01 23:53:57.950629
INS000335,Medicare,Premium Plus Plan 2023,POS,62.98,3603.85,4594.39,False,2022-07-26 23:53:57.950629
INS000336,Anthem,Premium Plus Plan 2023,PPO,50.49,5263.65,4025.74,True,2023-11-15 23:53:57.950629
INS000337,Aetna,Premium Plus Plan 2022,HMO,28.82,1248.43,8375.33,True,2023-11-05 23:53:57.950629
INS000338,Anthem,Gold Plan 2023,EPO,40.67,4821.29,9839.59,True,2025-02-17 23:53:57.950629
INS000339,Humana,Gold Plan 2023,PPO,31.3,4511.91,4146.84,True,2025-03-13 23:53:57.950629
INS000340,Medicaid,Basic Coverage Plan 2023,PPO,20.69,1917.39,2251.48,True,2022-11-10 23:53:57.950629
INS000341,Aetna,Bronze Plan 2022,EPO,82.49,4348.8,9556.58,True,2025-08-02 23:53:57.950629
INS000342,Medicaid,Bronze Plan 2025,PPO,81.2,935.69,4035.72,True,2021-07-19 23:53:57.950629
INS000343,Blue Cross Blue Shield,Silver Plan 2020,POS,58.32,4381.67,7222.57,True,2021-03-04 23:53:57.950629
INS000344,Medicare,Gold Plan 2020,EPO,66.62,1386.62,4281.66,True,2024-11-26 23:53:57.950629
INS000345,Medicare,Standard Health Plan 2020,PPO,78.48,2414.66,5737.79,True,2025-05-18 23:53:57.950629
INS000346,Blue Cross Blue Shield,Basic Coverage Plan 2024,POS,13.98,3146.06,7918.14,True,2023-09-09 23:53:57.950629
INS000347,Humana,Silver Plan 2024,POS,72.01,5487.97,8958.96,True,2023-04-24 23:53:57.950629
INS000348,Anthem,Gold Plan 2021,EPO,58.7,3980.39,8764.08,True,2025-12-18 23:53:57.950629
INS000349,Blue Cross Blue Shield,Silver Plan 2022,POS,69.16,3118.6,2613.63,False,2023-03-26 23:53:57.950629
INS000350,Kaiser Permanente,Silver Plan 2020,EPO,72.63,3307.43,3119.55,True,2025-09-23 23:53:57.950629
INS000351,Anthem,Gold Plan 2020,PPO,10.57,3525.36,3548.39,True,2023-12-26 23:53:57.950629
INS000352,Medicaid,Premium Plus Plan 2022,EPO,85.78,4674.56,9477.24,True,2023-10-07 23:53:57.951618
INS000353,Medicare,Family Health Plan 2021,HMO,83.54,4288.82,9877.8,True,2022-12-01 23:53:57.951618
INS000354,Anthem,Basic Coverage Plan 2024,EPO,29.47,533.63,4283.73,True,2021-01-29 23:53:57.951618
INS000355,Aetna,Premium Plus Plan 2025,HMO,47.06,2304.93,6298.14,True,2023-12-23 23:53:57.951618
INS000356,Aetna,Bronze Plan 2023,POS,39.77,1675.05,8122.8,True,2021-04-29 23:53:57.951618
INS000357,UnitedHealthcare,Silver Plan 2024,POS,17.98,3071.28,7847.78,False,2023-09-13 23:53:57.951618
INS000358,Humana,Gold Plan 2021,HMO,62.46,3289.02,5930.03,True,2021-04-28 23:53:57.951618
INS000359,Aetna,Gold Plan 2022,HMO,93.23,4334.93,9520.68,True,2023-11-02 23:53:57.951618
INS000360,UnitedHealthcare,Silver Plan 2025,PPO,34.99,2510.97,7867.52,True,2023-06-17 23:53:57.951618
INS000361,Kaiser Permanente,Premium Plus Plan 2021,EPO,48.44,4950.93,9866.31,False,2021-10-26 23:53:57.951618
INS000362,Anthem,Premium Plus Plan 2023,POS,41.41,5175.87,5606.0,True,2021-02-14 23:53:57.951618
INS000363,Kaiser Permanente,Standard Health Plan 2021,POS,42.12,3287.03,9209.36,True,2021-01-17 23:53:57.951618
INS000364,UnitedHealthcare,Silver Plan 2022,EPO,50.71,5064.46,5185.15,True,2025-10-24 23:53:57.951618
INS000365,Cigna,Premium Plus Plan 2025,POS,72.63,4379.3,3650.24,True,2023-11-23 23:53:57.951618
INS000366,Medicare,Standard Health Plan 2023,PPO,12.42,2580.42,7315.98,True,2024-09-24 23:53:57.951618
INS000367,Cigna,Standard Health Plan 2024,EPO,18.78,5277.73,7160.52,True,2022-02-11 23:53:57.951618
INS000368,Humana,Silver Plan 2024,HMO,66.45,4820.17,7428.15,False,2023-11-01 23:53:57.951618
INS000369,Aetna,Premium Plus Plan 2020,POS,11.92,3417.84,3330.86,True,2025-03-08 23:53:57.951618
INS000370,Kaiser Permanente,Family Health Plan 2021,POS,34.77,2577.56,3357.77,True,2025-07-27 23:53:57.951618
INS000371,Aetna,Silver Plan 2020,HMO,25.49,4271.45,3533.03,False,2022-11-04 23:53:57.951618
INS000372,Medicare,Basic Coverage Plan 2020,POS,24.13,3194.57,8660.83,True,2023-03-04 23:53:57.951618
INS000373,Medicare,Standard Health Plan 2025,POS,76.37,1897.69,6311.17,True,2021-07-14 23:53:57.951618
INS000374,Cigna,Bronze Plan 2022,POS,75.92,4812.96,7480.66,True,2023-11-01 23:53:57.951618
INS000375,Humana,Standard Health Plan 2023,EPO,27.63,1191.1,8557.18,True,2024-01-05 23:53:57.951618
INS000376,Kaiser Permanente,Bronze Plan 2021,HMO,28.82,4030.51,9181.91,True,2024-01-06 23:53:57.951618
INS000377,Humana,Basic Coverage Plan 2023,PPO,21.94,3051.04,4829.04,True,2025-09-14 23:53:57.951618
INS000378,Medicare,Premium Plus Plan 2021,PPO,51.48,5415.77,2100.92,True,2024-05-05 23:53:57.951618
INS000379,Kaiser Permanente,Standard Health Plan 2024,HMO,69.55,4965.85,6343.22,True,2022-10-13 23:53:57.951618
INS000380,Medicare,Standard Health Plan 2024,EPO,30.31,1898.07,8409.57,True,2024-06-07 23:53:57.951618
INS000381,Humana,Silver Plan 2022,HMO,22.11,3660.86,2538.17,True,2021-09-04 23:53:57.951618
INS000382,Humana,Family Health Plan 2025,HMO,20.61,4164.44,8272.31,True,2021-10-06 23:53:57.951618
INS000383,Blue Cross Blue Shield,Gold Plan 2025,HMO,92.1,2609.82,9698.53,False,2021-08-25 23:53:57.951618
INS000384,UnitedHealthcare,Bronze Plan 2025,EPO,28.37,2318.55,8613.61,True,2024-08-12 23:53:57.951618
INS000385,UnitedHealthcare,Basic Coverage Plan 2021,HMO,66.44,4833.97,4039.44,True,2024-05-10 23:53:57.951618
INS000386,Medicaid,Silver Plan 2025,EPO,89.21,4438.04,7718.07,True,2022-05-13 23:53:57.951618
INS000387,Humana,Basic Coverage Plan 2023,PPO,36.96,4707.88,3554.9,True,2025-11-02 23:53:57.951618
INS000388,Blue Cross Blue Shield,Silver Plan 2020,HMO,71.81,1940.16,5092.9,True,2023-07-27 23:53:57.951618
INS000389,Cigna,Family Health Plan 2023,POS,23.85,3010.16,9954.64,False,2023-08-16 23:53:57.951618
INS000390,Kaiser Permanente,Family Health Plan 2022,PPO,15.69,2022.71,9830.89,True,2023-11-06 23:53:57.951618
INS000391,Kaiser Permanente,Bronze Plan 2021,HMO,91.1,3571.91,4600.0,True,2024-12-09 23:53:57.951618
INS000392,Humana,Bronze Plan 2023,HMO,52.64,1093.29,6362.55,True,2022-03-15 23:53:57.951618
INS000393,Humana,Basic Coverage Plan 2024,HMO,10.69,914.89,8637.95,True,2024-04-28 23:53:57.951618
INS000394,UnitedHealthcare,Premium Plus Plan 2025,HMO,43.71,3965.9,4134.12,True,2022-08-26 23:53:57.951618
INS000395,Humana,Silver Plan 2023,EPO,57.97,5426.93,9150.35,True,2021-09-21 23:53:57.951618
INS000396,Medicare,Premium Plus Plan 2025,EPO,71.6,626.98,4648.19,True,2024-12-25 23:53:57.951618
INS000397,Medicare,Bronze Plan 2023,EPO,90.36,5162.87,3836.15,True,2022-01-08 23:53:57.951618
INS000398,Humana,Standard Health Plan 2025,POS,19.77,531.29,4444.67,True,2024-10-12 23:53:57.951618
INS000399,UnitedHealthcare,Silver Plan 2021,PPO,78.8,697.01,2286.11,True,2022-11-10 23:53:57.951618
INS000400,UnitedHealthcare,Premium Plus Plan 2025,PPO,29.06,1279.72,9366.66,True,2023-09-15 23:53:57.951618
INS000401,UnitedHealthcare,Premium Plus Plan 2020,PPO,23.84,2034.21,7600.04,True,2024-02-11 23:53:57.951618
INS000402,Humana,Standard Health Plan 2023,EPO,19.76,3695.83,7074.95,True,2025-12-29 23:53:57.951618
INS000403,Anthem,Premium Plus Plan 2021,EPO,30.63,3431.66,2830.7,True,2024-05-06 23:53:57.951618
INS000404,Humana,Gold Plan 2022,PPO,83.13,4892.04,2552.99,True,2022-05-31 23:53:57.951618
INS000405,Cigna,Standard Health Plan 2025,PPO,33.95,863.74,8980.7,True,2022-08-26 23:53:57.951618
INS000406,Blue Cross Blue Shield,Basic Coverage Plan 2025,HMO,56.82,1682.11,5524.33,True,2023-12-06 23:53:57.951618
INS000407,Cigna,Silver Plan 2025,EPO,59.95,3713.25,6041.25,True,2025-02-07 23:53:57.951618
INS000408,Humana,Family Health Plan 2022,PPO,70.94,4629.09,6113.51,True,2023-07-01 23:53:57.951618
INS000409,UnitedHealthcare,Gold Plan 2022,PPO,95.5,5456.0,2535.69,True,2024-12-23 23:53:57.951618
INS000410,Blue Cross Blue Shield,Basic Coverage Plan 2024,POS,93.88,1078.67,5399.88,True,2025-04-25 23:53:57.951618
INS000411,Humana,Basic Coverage Plan 2020,PPO,90.91,2129.89,9911.19,True,2021-04-18 23:53:57.951618
INS000412,Kaiser Permanente,Bronze Plan 2020,HMO,92.54,2086.88,4230.83,True,2025-02-04 23:53:57.951618
INS000413,Medicaid,Family Health Plan 2021,PPO,98.6,1541.72,4035.15,True,2023-11-18 23:53:57.951618
INS000414,Medicaid,Premium Plus Plan 2024,HMO,89.77,2119.88,7360.21,True,2025-04-15 23:53:57.951618
INS000415,Anthem,Bronze Plan 2023,EPO,24.17,2902.65,4875.72,True,2023-08-11 23:53:57.951618
INS000416,Medicare,Standard Health Plan 2021,POS,99.75,3108.93,4095.1,False,2021-02-04 23:53:57.951618
INS000417,UnitedHealthcare,Gold Plan 2020,HMO,57.96,3667.09,2427.9,True,2021-05-13 23:53:57.951618
INS000418,Kaiser Permanente,Family Health Plan 2023,HMO,61.06,2628.41,6253.9,True,2025-05-20 23:53:57.951618
INS000419,UnitedHealthcare,Premium Plus Plan 2020,PPO,95.83,4190.78,8555.59,True,2025-07-18 23:53:57.951618
INS000420,Medicaid,Standard Health Plan 2020,POS,48.24,3909.97,9032.07,False,2024-05-20 23:53:57.951618
INS000421,Kaiser Permanente,Bronze Plan 2023,PPO,64.99,1919.55,7507.47,True,2025-03-21 23:53:57.951618
INS000422,Medicaid,Standard Health Plan 2020,PPO,81.52,1921.81,5800.89,True,2024-08-10 23:53:57.951618
INS000423,Kaiser Permanente,Bronze Plan 2025,POS,35.13,3099.05,6956.33,True,2024-10-29 23:53:57.951618
INS000424,Anthem,Bronze Plan 2020,PPO,33.42,3584.54,5602.69,True,2021-08-20 23:53:57.951618
INS000425,Medicare,Standard Health Plan 2023,PPO,29.27,2429.13,8274.23,False,2023-09-27 23:53:57.951618
INS000426,UnitedHealthcare,Gold Plan 2022,PPO,76.01,3599.81,2857.23,False,2022-04-24 23:53:57.951618
INS000427,Medicaid,Family Health Plan 2025,EPO,79.46,4083.69,7134.3,True,2025-04-09 23:53:57.951618
INS000428,Medicare,Standard Health Plan 2023,HMO,11.8,1220.36,7207.29,False,2021-05-24 23:53:57.951618
INS000429,UnitedHealthcare,Gold Plan 2020,HMO,46.52,5315.48,9282.79,True,2021-11-24 23:53:57.951618
INS000430,Medicare,Silver Plan 2024,PPO,43.8,3951.8,7808.22,True,2024-02-12 23:53:57.951618
INS000431,Anthem,Bronze Plan 2021,EPO,58.19,5183.27,4563.99,True,2022-05-16 23:53:57.951618
INS000432,Blue Cross Blue Shield,Bronze Plan 2021,POS,93.45,2615.36,7149.2,True,2022-12-06 23:53:57.951618
INS000433,Aetna,Silver Plan 2022,POS,88.73,4994.34,2986.66,True,2022-02-21 23:53:57.951618
INS000434,Kaiser Permanente,Premium Plus Plan 2024,POS,20.38,4444.14,6293.05,True,2024-03-30 23:53:57.951618
INS000435,Cigna,Premium Plus Plan 2021,PPO,72.51,4096.8,9682.76,True,2024-07-19 23:53:57.951618
INS000436,Humana,Basic Coverage Plan 2022,PPO,91.07,1963.34,6099.94,True,2022-04-07 23:53:57.951618
INS000437,Cigna,Standard Health Plan 2022,HMO,30.68,2566.4,4043.65,True,2025-03-12 23:53:57.951618
INS000438,Cigna,Family Health Plan 2021,HMO,73.02,4234.5,6310.93,True,2025-06-22 23:53:57.951618
INS000439,UnitedHealthcare,Silver Plan 2020,POS,95.46,1148.68,5087.97,True,2022-03-27 23:53:57.951618
INS000440,Humana,Family Health Plan 2023,POS,20.18,4729.82,6976.79,True,2023-02-26 23:53:57.951618
INS000441,Aetna,Standard Health Plan 2022,POS,53.14,5423.95,6634.24,False,2021-04-10 23:53:57.951618
INS000442,Cigna,Gold Plan 2020,PPO,91.84,4018.42,9905.38,True,2023-03-01 23:53:57.951618
INS000443,Kaiser Permanente,Standard Health Plan 2021,POS,62.26,5096.21,6221.55,True,2022-06-22 23:53:57.951618
INS000444,Medicare,Silver Plan 2021,POS,76.39,1939.57,8211.29,True,2021-01-26 23:53:57.951618
INS000445,Medicare,Basic Coverage Plan 2025,HMO,22.17,5248.52,9078.39,True,2025-10-27 23:53:57.951618
INS000446,Blue Cross Blue Shield,Silver Plan 2023,EPO,56.62,847.97,8114.67,True,2023-01-18 23:53:57.951618
INS000447,Medicaid,Premium Plus Plan 2023,PPO,58.51,1592.19,6790.8,True,2021-12-02 23:53:57.951618
INS000448,Cigna,Premium Plus Plan 2021,POS,30.86,4567.84,4448.6,True,2023-04-12 23:53:57.951618
INS000449,Cigna,Gold Plan 2024,POS,21.38,4037.83,9882.27,False,2022-09-17 23:53:57.951618
INS000450,Kaiser Permanente,Basic Coverage Plan 2024,EPO,91.72,4538.65,5849.93,True,2022-03-10 23:53:57.951618
INS000451,Blue Cross Blue Shield,Standard Health Plan 2021,EPO,55.76,1029.31,7624.62,True,2022-07-30 23:53:57.951618
INS000452,Anthem,Gold Plan 2022,HMO,64.62,1168.63,8700.08,True,2025-06-29 23:53:57.951618
INS000453,Aetna,Premium Plus Plan 2020,POS,89.6,4681.69,2837.23,True,2021-11-22 23:53:57.951618
INS000454,Kaiser Permanente,Silver Plan 2020,POS,31.73,1131.48,8717.97,True,2022-07-20 23:53:57.951618
INS000455,Medicaid,Family Health Plan 2024,POS,59.7,3532.9,7448.19,True,2023-10-04 23:53:57.951618
INS000456,Aetna,Gold Plan 2020,PPO,40.52,4893.32,4030.34,False,2025-03-19 23:53:57.951618
INS000457,Humana,Gold Plan 2025,EPO,58.38,3725.74,3860.41,True,2022-06-16 23:53:57.951618
INS000458,Medicaid,Standard Health Plan 2025,PPO,33.37,3634.56,8481.79,True,2024-09-11 23:53:57.951618
INS000459,Medicaid,Basic Coverage Plan 2022,HMO,39.89,3620.34,8894.78,True,2021-12-24 23:53:57.951618
INS000460,Medicaid,Premium Plus Plan 2021,POS,22.26,794.92,9891.97,True,2024-04-18 23:53:57.951618
INS000461,Aetna,Premium Plus Plan 2025,PPO,26.05,4191.48,6323.58,True,2021-06-10 23:53:57.951618
INS000462,Blue Cross Blue Shield,Standard Health Plan 2020,POS,48.49,4927.41,9708.06,True,2022-01-20 23:53:57.951618
INS000463,Medicare,Family Health Plan 2020,PPO,86.52,3097.95,7683.78,True,2025-07-26 23:53:57.951618
INS000464,Medicaid,Gold Plan 2020,PPO,28.48,2576.84,3400.24,True,2022-05-09 23:53:57.951618
INS000465,Cigna,Bronze Plan 2023,EPO,82.26,2947.69,3057.61,False,2022-09-03 23:53:57.951618
INS000466,Cigna,Bronze Plan 2024,EPO,29.85,1519.79,3629.88,True,2022-11-03 23:53:57.951618
INS000467,Humana,Premium Plus Plan 2021,POS,67.26,3263.73,6453.98,False,2022-03-19 23:53:57.951618
INS000468,UnitedHealthcare,Bronze Plan 2025,EPO,56.62,2225.04,3811.07,True,2023-11-29 23:53:57.951618
INS000469,Cigna,Premium Plus Plan 2024,PPO,66.24,3162.57,5596.24,True,2024-07-25 23:53:57.951618
INS000470,Cigna,Gold Plan 2020,EPO,16.43,4334.68,6171.71,True,2024-10-21 23:53:57.951618
